,fecha,hora,edad,genero,barrio,pregunta_1,pregunta_2,pregunta_3,pregunta_4,pregunta_5,pregunta_6,pregunta_7,pregunta_8,pregunta_9,pregunta_10,pregunta_11,pregunta_12,pregunta_13,barrio_completo,poblacion_por_barrio
4488,2018-02-19,02:16:00,17,Hombre,Otro,C,C,A,A,C,B,C,C,A,C,C,C,C,Almagro,131699
4489,2018-02-19,02:08:00,26,Mujer,Almagro,B,C,B,A,A,A,A,C,C,C,B,A,C,Almagro,131699
4490,2018-02-19,00:35:00,17,Mujer,Chacarita,C,C,C,C,C,B,C,C,C,C,C,B,C,Chacarita,27761
4491,2018-02-19,00:15:00,24,Mujer,Otro,B,C,B,B,C,C,B,B,B,C,B,C,C,Nueva pompeya,42695
4492,2018-02-19,00:12:00,23,Hombre,Otro,B,C,B,C,C,C,C,C,C,C,C,C,C,Villa ortuzar,21736
4493,2018-02-19,00:06:00,35,Mujer,Palermo,A,A,A,A,A,A,A,B,B,A,A,B,C,Palermo,226534
4494,2018-02-19,00:05:00,26,Mujer,Otro,C,C,C,B,C,C,C,B,C,C,C,C,C,Monserrat,39914
4495,2018-02-18,23:57:00,27,Mujer,Otro,C,C,C,C,C,C,C,C,C,C,C,C,C,Villa devoto,66521
4496,2018-02-18,23:24:00,32,Mujer,Villa riachuelo,C,C,C,B,C,C,C,C,B,C,C,C,C,Villa riachuelo,14084
4497,2018-02-18,22:06:00,18,Mujer,La paternal,B,A,B,C,B,A,C,C,C,B,A,C,C,Paternal,19717
4498,2018-02-18,21:37:00,30,Hombre,Otro,C,C,C,C,C,C,C,C,C,C,C,C,C,Chacarita,27761
4499,2018-02-18,21:09:00,27,Mujer,Agronomia,C,C,C,B,C,C,C,B,B,C,C,C,C,Agronomia,13912
4500,2018-02-18,21:02:00,20,Mujer,Otro,B,B,A,B,B,B,C,B,C,C,B,C,B,Floresta,37575
4501,2018-02-18,20:21:00,45,Hombre,Recoleta,B,C,A,A,A,C,C,C,C,C,C,B,C,Recoleta,157932
4502,2018-02-18,20:08:00,27,Mujer,Balvanera,B,A,A,B,C,A,B,B,B,C,C,B,C,Balvanera,138926
4503,2018-02-18,19:23:00,20,Mujer,Otro,A,A,A,A,A,A,A,C,B,B,A,B,C,San telmo,20453
4504,2018-02-18,19:22:00,16,Mujer,Otro,B,B,B,B,B,A,A,B,B,C,B,B,C,Velez sarsfield,35081
4505,2018-02-18,19:21:00,43,Mujer,Versalles,C,C,C,C,C,C,C,C,C,C,C,C,C,Versalles,13822
4506,2018-02-18,19:16:00,34,Hombre,Coghlan,C,C,C,C,C,C,B,C,C,C,C,C,C,Coghlan,18604
4507,2018-02-18,19:01:00,20,Mujer,Otro,B,C,A,A,A,A,A,B,B,C,B,A,C,Villa santa rita,33325
4508,2018-02-18,18:55:00,45,Mujer,Otro,C,A,B,A,C,A,A,B,B,B,A,B,B,Versalles,13822
4509,2018-02-18,18:55:00,35,Mujer,Otro,B,C,B,B,B,C,C,A,B,C,A,C,C,Recoleta,157932
4510,2018-02-18,18:52:00,21,Mujer,Otro,B,A,A,A,B,B,B,B,B,C,A,B,A,Agronomia,13912
4511,2018-02-18,18:40:00,38,Hombre,Villa del parque,A,C,C,B,B,A,A,B,C,C,C,B,B,Villa del parque,55273
4512,2018-02-18,18:35:00,39,Mujer,Villa del parque,B,C,B,B,C,B,C,C,B,C,B,C,C,Villa del parque,55273
4513,2018-02-18,18:34:00,16,Mujer,Barracas,A,B,B,B,B,A,B,B,B,C,A,A,B,Barracas,89452
4514,2018-02-18,18:32:00,21,Mujer,Otro,C,C,C,C,C,C,C,C,C,C,C,C,C,Parque chacabuco,56281
4515,2018-02-18,17:17:00,33,Mujer,Palermo,B,C,B,B,C,C,B,C,C,C,C,C,C,Palermo,226534
4516,2018-02-18,16:31:00,35,Mujer,Otro,B,C,B,A,B,A,B,A,C,B,A,A,C,Villa ortuzar,21736
4517,2018-02-18,16:31:00,23,Mujer,Otro,B,B,B,B,B,B,B,B,C,B,B,B,C,Mataderos,64436
4518,2018-02-18,16:17:00,18,Mujer,Otro,B,C,A,A,A,A,B,B,B,C,B,A,B,Boca,45113
4519,2018-02-18,16:00:00,24,Mujer,Otro,B,B,C,B,B,A,B,C,B,C,B,B,B,Floresta,37575
4520,2018-02-18,14:21:00,41,Mujer,Mataderos,C,C,C,C,C,C,C,C,C,C,C,C,C,Mataderos,64436
4521,2018-02-18,14:20:00,22,Mujer,Otro,C,C,C,C,C,C,C,C,C,C,C,C,B,San cristobal,48611
4522,2018-02-18,13:57:00,36,Mujer,Mataderos,C,C,C,B,C,C,A,B,C,C,C,C,C,Mataderos,64436
4523,2018-02-18,12:28:00,33,Mujer,Caballito,C,C,C,C,C,C,C,C,C,C,C,C,C,Caballito,176076
4524,2018-02-18,12:18:00,26,Mujer,San nicolas,A,A,B,B,B,C,C,C,C,C,C,C,C,San nicolas,29273
4525,2018-02-18,12:12:00,26,Mujer,Otro,C,C,C,C,C,C,C,B,C,B,A,C,C,Monserrat,39914
4526,2018-02-18,12:06:00,29,Mujer,Palermo,C,B,B,B,C,C,C,B,C,C,C,C,C,Palermo,226534
4527,2018-02-18,12:04:00,54,Hombre,Agronomia,B,C,A,B,B,B,B,B,C,C,B,A,C,Agronomia,13912
4528,2018-02-18,11:58:00,18,Hombre,Barracas,A,B,B,B,A,B,B,B,B,C,A,A,C,Barracas,89452
4529,2018-02-18,11:55:00,19,Mujer,Belgrano,B,B,C,C,C,B,C,B,C,C,B,C,C,Belgrano,126267
4530,2018-02-18,10:42:00,22,Mujer,Otro,B,C,C,A,B,B,B,B,B,C,A,C,C,Villa luro,32502
4531,2018-02-18,10:38:00,28,Mujer,Villa urquiza,C,C,C,B,C,B,C,B,B,C,C,C,C,Villa urquiza,91563
4532,2018-02-18,09:56:00,22,Mujer,Palermo,A,C,C,C,C,B,C,B,C,C,C,B,C,Palermo,226534
4533,2018-02-18,08:21:00,24,Mujer,La paternal,B,C,B,A,A,A,B,B,C,B,C,B,B,Paternal,19717
4534,2018-02-18,08:02:00,22,Mujer,Otro,C,C,C,B,C,B,C,B,C,C,B,C,C,Palermo,226534
4535,2018-02-18,06:27:00,22,Mujer,Otro,B,C,C,C,C,C,C,C,C,C,C,C,C,Villa soldati,46779
4536,2018-02-18,06:22:00,21,Mujer,Otro,A,A,A,A,A,A,B,B,A,B,A,A,C,Villa crespo,81959
4537,2018-02-18,04:29:00,19,Mujer,Almagro,B,C,C,C,C,B,B,B,C,C,C,C,B,Almagro,131699
4538,2018-02-18,03:43:00,26,Mujer,Otro,C,C,C,C,C,C,C,C,C,C,C,C,C,Villa riachuelo,14084
4539,2018-02-18,03:04:00,24,Mujer,Otro,C,C,C,C,C,C,C,B,C,C,C,B,C,Parque avellaneda,53229
4540,2018-02-18,02:26:00,27,Hombre,Palermo,B,C,C,B,C,C,C,C,C,C,A,B,C,Palermo,226534
4541,2018-02-18,02:17:00,27,Mujer,Mataderos,C,C,C,B,C,C,C,C,C,C,C,B,C,Mataderos,64436
4542,2018-02-18,01:59:00,22,Mujer,Otro,B,C,B,C,C,B,C,B,C,C,C,C,C,Belgrano,126267
4543,2018-02-18,01:40:00,18,Mujer,Puerto madero,B,C,A,B,B,C,A,C,C,C,C,A,B,Puerto madero,6726
4544,2018-02-18,01:39:00,0,Hombre,Palermo,A,C,A,B,B,C,B,B,C,C,A,A,C,Palermo,226534
4545,2018-02-18,01:27:00,27,Mujer,Otro,C,C,B,B,C,C,B,B,C,C,C,B,B,Chacarita,27761
4546,2018-02-18,00:45:00,21,Mujer,Belgrano,C,C,C,C,C,B,C,C,C,C,C,C,C,Belgrano,126267
4547,2018-02-18,00:35:00,29,Mujer,Otro,B,C,C,C,B,C,C,B,C,C,C,A,C,Versalles,13822
4548,2018-02-18,00:24:00,34,Mujer,Recoleta,C,C,C,C,C,C,C,C,C,C,C,C,C,Recoleta,157932
4549,2018-02-17,23:52:00,22,Mujer,Otro,C,C,C,C,C,A,C,C,C,C,C,C,C,Villa soldati,46779
4550,2018-02-17,23:32:00,20,Mujer,Belgrano,B,C,B,C,C,B,C,C,C,C,B,B,C,Belgrano,126267
4551,2018-02-17,23:10:00,19,Mujer,Nunez,C,C,C,C,C,C,C,C,C,C,C,C,C,Nunez,51949
4552,2018-02-17,22:35:00,19,Mujer,Nunez,A,A,C,A,B,A,A,A,B,C,A,C,C,Nunez,51949
4553,2018-02-17,22:29:00,18,Mujer,Otro,B,A,B,C,C,B,C,B,A,C,C,A,C,Retiro,65413
4554,2018-02-17,22:06:00,28,Mujer,Coghlan,A,A,A,A,A,A,A,C,A,C,A,A,C,Coghlan,18604
4555,2018-02-17,22:06:00,19,Mujer,Balvanera,C,C,B,C,B,B,C,C,C,C,C,C,C,Balvanera,138926
4556,2018-02-17,22:05:00,20,Hombre,Otro,B,C,C,C,C,C,C,C,C,C,C,C,C,Recoleta,157932
4557,2018-02-17,22:04:00,43,Mujer,Otro,A,A,B,B,C,B,B,B,B,C,A,A,B,Villa luro,32502
4558,2018-02-17,21:54:00,21,Hombre,Otro,A,B,C,B,A,B,C,C,C,C,C,C,C,Balvanera,138926
4559,2018-02-17,21:53:00,21,Mujer,Nunez,A,B,B,A,B,A,B,A,C,C,A,C,C,Nunez,51949
4560,2018-02-17,21:50:00,21,Mujer,Recoleta,B,A,C,C,B,C,C,C,C,C,C,B,C,Recoleta,157932
4561,2018-02-17,21:46:00,26,Hombre,Otro,B,C,C,B,B,C,B,B,C,C,C,C,C,Floresta,37575
4562,2018-02-17,21:41:00,21,Mujer,Otro,C,C,C,C,C,C,C,C,C,C,C,C,B,Parque chacabuco,56281
4563,2018-02-17,20:18:00,16,Mujer,Otro,B,A,C,B,B,C,C,B,C,C,A,C,C,Villa devoto,66521
4564,2018-02-17,20:15:00,20,Mujer,Otro,B,B,A,C,A,B,B,B,C,C,A,B,B,Monserrat,39914
4565,2018-02-17,20:11:00,31,Mujer,Villa real,B,C,C,B,C,C,C,B,C,C,C,C,C,Villa real,13419
4566,2018-02-17,20:11:00,20,Mujer,Otro,B,C,A,C,C,C,C,C,C,C,C,B,C,Villa santa rita,33325
4567,2018-02-17,19:59:00,36,Mujer,Otro,B,C,C,B,B,B,A,C,C,A,C,C,C,Belgrano,126267
4568,2018-02-17,19:49:00,35,Mujer,Villa del parque,C,C,C,B,C,B,C,C,B,C,C,C,C,Villa del parque,55273
4569,2018-02-17,19:14:00,17,Mujer,Almagro,A,A,A,A,C,B,C,C,B,C,B,C,C,Almagro,131699
4570,2018-02-17,19:09:00,26,Mujer,Balvanera,C,C,C,B,C,C,B,C,C,C,C,C,C,Balvanera,138926
4571,2018-02-17,18:34:00,26,Mujer,Otro,B,C,C,A,C,B,C,B,B,C,C,A,C,Caballito,176076
4572,2018-02-17,18:13:00,26,Mujer,Belgrano,B,B,B,B,C,B,B,B,B,C,A,C,C,Belgrano,126267
4573,2018-02-17,18:09:00,31,Mujer,Villa devoto,B,C,C,B,C,C,B,A,B,C,C,C,C,Villa devoto,66521
4574,2018-02-17,18:02:00,42,Mujer,Retiro,C,C,C,A,C,C,C,B,C,C,B,C,C,Retiro,65413
4575,2018-02-17,17:54:00,27,Mujer,Otro,B,B,A,B,C,B,C,C,C,B,A,A,B,Parque avellaneda,53229
4576,2018-02-17,17:43:00,34,Mujer,Otro,C,C,B,A,A,C,C,B,B,C,B,C,C,Villa crespo,81959
4577,2018-02-17,17:43:00,28,Mujer,Otro,B,B,A,B,A,A,B,B,B,B,B,B,C,Villa pueyrredon,39654
4578,2018-02-17,17:37:00,17,Mujer,Caballito,A,B,B,C,B,A,B,C,C,C,C,C,C,Caballito,176076
4579,2018-02-17,17:36:00,39,Mujer,Otro,A,C,A,A,B,A,B,B,B,B,B,A,A,Villa luro,32502
4580,2018-02-17,17:22:00,28,Hombre,Palermo,C,B,B,A,C,C,B,C,C,C,C,B,C,Palermo,226534
4581,2018-02-17,17:16:00,33,Mujer,Otro,B,C,C,A,C,C,A,A,B,C,C,C,C,Villa gral. mitre,34713
4582,2018-02-17,16:59:00,23,Mujer,Villa devoto,C,C,C,C,C,C,C,C,C,C,C,C,C,Villa devoto,66521
4583,2018-02-17,16:55:00,19,Hombre,Otro,B,A,A,B,B,B,B,C,C,B,C,C,C,Nunez,51949
4584,2018-02-17,16:54:00,19,Mujer,Barracas,B,A,C,C,B,A,C,C,C,C,A,A,C,Barracas,89452
4585,2018-02-17,16:47:00,24,Hombre,Otro,A,B,A,B,A,A,C,C,B,C,B,B,C,Puerto madero,6726
4586,2018-02-17,16:47:00,19,Mujer,Barracas,B,A,C,C,B,A,C,C,C,C,A,B,C,Barracas,89452
4587,2018-02-17,16:41:00,22,Mujer,Palermo,B,B,B,B,C,B,B,C,B,C,C,B,B,Palermo,226534
4588,2018-02-17,16:38:00,24,Hombre,Belgrano,B,B,B,A,B,B,A,B,B,B,A,A,C,Belgrano,126267
4589,2018-02-17,16:37:00,29,Mujer,Otro,B,C,C,C,C,C,B,C,C,C,C,C,C,Constitucion,44107
4590,2018-02-17,16:30:00,28,Hombre,Palermo,A,B,B,A,C,B,B,B,C,C,B,A,C,Palermo,226534
4591,2018-02-17,16:29:00,23,Mujer,Colegiales,C,C,C,C,C,C,B,C,C,C,C,C,C,Colegiales,52551
4592,2018-02-17,16:27:00,27,Mujer,Almagro,B,C,C,B,C,B,A,A,C,C,C,C,C,Almagro,131699
4593,2018-02-17,16:20:00,34,Mujer,Belgrano,B,B,B,A,A,B,B,B,B,C,A,A,C,Belgrano,126267
4594,2018-02-17,16:13:00,21,Mujer,Villa devoto,B,C,C,B,C,C,C,B,C,C,C,C,C,Villa devoto,66521
4595,2018-02-17,16:02:00,22,Mujer,Otro,B,C,B,C,A,B,C,C,C,B,B,C,C,Puerto madero,6726
4596,2018-02-17,16:00:00,21,Hombre,Otro,A,B,C,B,A,B,C,C,B,C,C,C,C,Villa real,13419
4597,2018-02-17,15:55:00,22,Mujer,Otro,C,C,B,C,C,C,C,C,C,C,C,C,C,Palermo,226534
4598,2018-02-17,15:53:00,24,Mujer,Otro,A,C,C,C,C,C,C,C,C,A,C,B,C,San nicolas,29273
4599,2018-02-17,15:48:00,31,Mujer,Otro,C,C,A,B,B,B,C,B,C,C,C,A,C,San nicolas,29273
4600,2018-02-17,15:48:00,26,Mujer,Palermo,B,C,C,C,C,C,B,C,C,C,C,C,C,Palermo,226534
4601,2018-02-17,15:46:00,36,Mujer,Otro,C,C,C,C,C,C,C,B,C,C,C,C,C,Almagro,131699
4602,2018-02-17,15:41:00,25,Mujer,Villa devoto,B,B,B,A,B,B,B,B,B,A,A,B,C,Villa devoto,66521
4603,2018-02-17,15:40:00,20,Mujer,Villa devoto,B,C,C,C,C,C,C,C,C,C,C,C,A,Villa devoto,66521
4604,2018-02-17,15:40:00,26,Mujer,Liniers,B,B,C,C,C,C,C,C,C,C,B,C,C,Liniers,44132
4605,2018-02-17,15:39:00,25,Mujer,Villa luro,B,C,B,C,C,B,C,C,C,C,C,B,C,Villa luro,32502
4606,2018-02-17,15:35:00,26,Mujer,Otro,B,C,C,B,C,C,C,B,C,C,C,C,C,Mataderos,64436
4607,2018-02-17,15:34:00,21,Mujer,Belgrano,A,B,A,B,C,B,C,B,C,C,B,A,C,Belgrano,126267
4608,2018-02-17,15:33:00,20,Mujer,Saavedra,A,A,A,B,A,B,B,C,B,C,B,B,B,Saavedra,50295
4609,2018-02-17,15:31:00,34,Mujer,Otro,B,B,B,A,B,A,B,B,B,B,A,A,C,Nueva pompeya,42695
4610,2018-02-17,15:19:00,26,Hombre,San telmo,A,A,A,A,A,A,A,A,A,A,A,A,C,San telmo,20453
4611,2018-02-17,15:15:00,26,Hombre,Otro,B,C,B,B,C,C,C,B,C,C,C,C,C,Floresta,37575
4612,2018-02-17,15:14:00,21,Mujer,Palermo,C,C,C,C,C,B,C,C,C,C,C,B,C,Palermo,226534
4613,2018-02-17,15:13:00,38,Mujer,Palermo,A,B,B,B,A,B,B,A,B,A,A,B,C,Palermo,226534
4614,2018-02-17,15:02:00,22,Mujer,Otro,C,C,C,B,C,C,C,C,C,C,C,B,B,Floresta,37575
4615,2018-02-17,14:55:00,26,Mujer,Otro,B,A,B,B,B,A,B,B,B,C,A,A,B,Villa real,13419
4616,2018-02-17,14:54:00,26,Mujer,Floresta,C,C,A,B,B,B,C,B,A,C,C,B,C,Floresta,37575
4617,2018-02-17,14:47:00,22,Hombre,Otro,B,C,C,B,C,B,C,C,C,C,B,B,C,Floresta,37575
4618,2018-02-17,14:45:00,21,Mujer,Otro,B,C,C,C,C,B,C,B,C,C,C,C,C,Recoleta,157932
4619,2018-02-17,14:42:00,26,Mujer,Otro,B,C,A,B,C,C,C,C,C,C,C,C,C,Barracas,89452
4620,2018-02-17,14:42:00,22,Hombre,Otro,B,A,C,B,B,A,C,C,C,C,A,C,C,Villa soldati,46779
4621,2018-02-17,14:37:00,33,Mujer,Otro,C,C,C,C,C,B,C,C,B,C,B,B,B,Liniers,44132
4622,2018-02-17,14:32:00,34,Hombre,Recoleta,A,B,B,B,B,B,C,B,B,C,C,B,C,Recoleta,157932
4623,2018-02-17,14:25:00,26,Otro,Palermo,B,C,B,A,B,B,C,C,C,B,A,C,B,Palermo,226534
4624,2018-02-17,14:25:00,26,Mujer,Palermo,B,C,C,C,C,C,B,C,C,C,C,C,C,Palermo,226534
4625,2018-02-17,14:20:00,26,Mujer,Recoleta,C,C,B,C,C,C,B,C,C,C,C,C,B,Recoleta,157932
4626,2018-02-17,14:16:00,19,Mujer,Otro,B,B,C,C,C,C,C,C,C,C,C,C,C,Parque patricios,40985
4627,2018-02-17,14:15:00,38,Hombre,Otro,B,C,B,C,C,C,C,C,C,C,C,B,A,Villa soldati,46779
4628,2018-02-17,14:14:00,29,Mujer,Otro,B,B,B,A,B,A,A,C,B,C,A,A,B,Parque avellaneda,53229
4629,2018-02-17,14:00:00,21,Mujer,Palermo,C,C,C,B,B,C,C,A,C,C,C,B,C,Palermo,226534
4630,2018-02-17,13:55:00,27,Hombre,Belgrano,B,C,C,C,C,C,C,C,C,C,C,C,C,Belgrano,126267
4631,2018-02-17,13:54:00,22,Mujer,Otro,B,A,B,C,B,A,A,B,B,C,A,C,C,Puerto madero,6726
4632,2018-02-17,13:52:00,27,Mujer,Villa ortuzar,B,C,C,C,C,C,C,C,C,C,C,C,B,Villa ortuzar,21736
4633,2018-02-17,13:46:00,22,Mujer,Otro,A,C,C,C,C,C,C,C,C,C,C,C,C,Parque chas,17489
4634,2018-02-17,13:45:00,24,Mujer,Otro,C,C,C,C,C,C,C,C,C,C,C,C,C,Nunez,51949
4635,2018-02-17,13:41:00,15,Mujer,Otro,C,C,C,C,C,C,B,C,C,C,C,C,C,Liniers,44132
4636,2018-02-17,13:36:00,29,Mujer,Otro,C,C,C,C,C,C,C,A,C,C,C,C,C,Nunez,51949
4637,2018-02-17,13:36:00,21,Mujer,Belgrano,C,C,C,C,C,C,C,C,C,C,C,C,C,Belgrano,126267
4638,2018-02-17,13:17:00,19,Mujer,Otro,A,C,B,C,C,C,C,B,C,C,C,B,B,Chacarita,27761
4639,2018-02-17,13:12:00,22,Hombre,Otro,C,C,C,B,C,A,C,B,B,B,C,A,C,Villa urquiza,91563
4640,2018-02-17,13:11:00,21,Hombre,Mataderos,A,A,A,B,A,A,C,B,B,B,B,B,C,Mataderos,64436
4641,2018-02-17,13:07:00,23,Mujer,Agronomia,C,C,C,C,C,C,C,C,C,C,C,C,C,Agronomia,13912
4642,2018-02-17,13:02:00,31,Hombre,Palermo,A,B,A,A,B,C,B,B,C,C,B,B,C,Palermo,226534
4643,2018-02-17,13:02:00,18,Mujer,Flores,B,C,B,B,C,C,C,B,C,C,B,B,C,Flores,164310
4644,2018-02-17,13:01:00,25,Mujer,Otro,C,C,C,B,C,C,C,B,C,C,C,C,C,Monte castro,33623
4645,2018-02-17,13:00:00,33,Mujer,Belgrano,B,C,B,A,B,B,C,C,C,C,B,B,C,Belgrano,126267
4646,2018-02-17,13:00:00,22,Mujer,Otro,C,C,C,B,C,B,C,C,C,C,C,C,C,Villa del parque,55273
4647,2018-02-17,12:51:00,20,Hombre,Almagro,B,C,A,B,A,A,C,B,C,C,C,A,A,Almagro,131699
4648,2018-02-17,12:47:00,15,Mujer,Otro,C,C,C,C,C,B,C,B,C,C,C,C,B,Villa luro,32502
4649,2018-02-17,12:46:00,20,Mujer,Otro,B,C,C,C,C,B,C,C,C,C,C,B,C,San cristobal,48611
4650,2018-02-17,12:30:00,22,Mujer,Otro,C,C,C,C,C,C,B,C,C,C,C,C,C,Nunez,51949
4651,2018-02-17,12:26:00,32,Hombre,San telmo,B,C,C,B,C,B,C,B,B,C,C,C,C,San telmo,20453
4652,2018-02-17,12:24:00,32,Hombre,San telmo,C,C,C,B,C,C,C,B,B,C,C,C,C,San telmo,20453
4653,2018-02-17,12:21:00,30,Mujer,San telmo,C,C,C,C,C,C,C,C,C,C,C,C,C,San telmo,20453
4654,2018-02-17,12:21:00,37,Mujer,Otro,A,B,A,A,A,A,A,C,B,C,B,B,A,Barracas,89452
4655,2018-02-17,12:20:00,40,Mujer,Puerto madero,B,C,C,C,C,C,C,C,C,C,C,B,C,Puerto madero,6726
4656,2018-02-17,12:17:00,21,Hombre,Otro,B,C,B,C,C,B,C,C,C,C,C,B,C,Parque chacabuco,56281
4657,2018-02-17,12:11:00,21,Mujer,Otro,A,A,B,C,B,B,C,C,C,C,C,B,C,Chacarita,27761
4658,2018-02-17,12:06:00,29,Mujer,Villa urquiza,B,C,C,C,C,C,C,C,C,C,C,C,C,Villa urquiza,91563
4659,2018-02-17,12:04:00,27,Hombre,Otro,B,C,B,C,C,C,C,A,A,A,C,B,C,Constitucion,44107
4660,2018-02-17,12:04:00,28,Hombre,Otro,B,B,B,C,C,C,C,C,C,C,C,B,C,Colegiales,52551
4661,2018-02-17,12:03:00,55,Mujer,Otro,B,C,C,A,B,A,C,A,B,C,B,C,C,Balvanera,138926
4662,2018-02-17,12:03:00,25,Mujer,Otro,C,C,C,C,C,B,C,C,C,C,C,C,C,Villa santa rita,33325
4663,2018-02-17,12:01:00,15,Mujer,Otro,A,C,B,B,B,A,B,C,B,A,A,B,C,Villa ortuzar,21736
4664,2018-02-17,11:57:00,23,Mujer,Otro,B,B,B,B,C,B,B,B,B,C,B,B,C,Villa santa rita,33325
4665,2018-02-17,11:55:00,25,Mujer,Otro,A,B,B,B,C,B,B,B,C,C,A,B,C,San telmo,20453
4666,2018-02-17,11:54:00,40,Mujer,Otro,B,C,B,B,C,C,C,C,B,C,C,B,C,Mataderos,64436
4667,2018-02-17,11:54:00,30,Mujer,Boedo,C,C,B,C,B,B,B,B,C,C,B,B,B,Boedo,47306
4668,2018-02-17,11:52:00,26,Mujer,Agronomia,B,B,B,B,B,B,B,B,B,B,B,B,B,Agronomia,13912
4669,2018-02-17,11:51:00,34,Mujer,Nunez,C,C,A,A,C,C,A,A,A,C,C,C,C,Nunez,51949
4670,2018-02-17,11:51:00,27,Mujer,Villa ortuzar,C,C,C,C,C,C,C,B,C,C,C,B,B,Villa ortuzar,21736
4671,2018-02-17,11:47:00,32,Mujer,Nunez,C,C,C,B,C,B,C,A,B,C,B,C,B,Nunez,51949
4672,2018-02-17,11:47:00,35,Mujer,Constitucion,C,C,C,C,C,C,C,C,C,C,C,C,C,Constitucion,44107
4673,2018-02-17,11:45:00,22,Hombre,Otro,A,B,C,B,B,A,C,B,C,C,C,C,C,Barracas,89452
4674,2018-02-17,11:43:00,22,Hombre,Otro,B,B,C,B,B,A,C,B,C,C,C,C,C,Coghlan,18604
4675,2018-02-17,11:41:00,20,Mujer,Otro,C,C,C,C,C,C,C,C,C,C,C,C,C,Villa ortuzar,21736
4676,2018-02-17,11:39:00,24,Mujer,Villa urquiza,C,C,C,C,B,B,C,C,C,C,C,C,C,Villa urquiza,91563
4677,2018-02-17,11:39:00,20,Mujer,Mataderos,B,B,C,B,A,C,C,C,C,C,A,B,C,Mataderos,64436
4678,2018-02-17,11:37:00,25,Mujer,Puerto madero,C,C,C,C,C,C,C,C,C,C,C,B,C,Puerto madero,6726
4679,2018-02-17,11:36:00,41,Mujer,Otro,A,B,B,B,B,A,B,C,C,C,B,C,C,Villa urquiza,91563
4680,2018-02-17,11:23:00,21,Mujer,Otro,A,A,B,B,A,B,C,B,B,B,A,A,C,Liniers,44132
4681,2018-02-17,11:18:00,19,Mujer,Otro,B,B,A,A,B,A,A,A,A,C,B,C,A,Boca,45113
4682,2018-02-17,11:17:00,35,Mujer,Flores,A,A,A,A,A,A,A,A,A,A,A,A,A,Flores,164310
4683,2018-02-17,11:17:00,24,Mujer,Otro,C,C,B,B,C,B,C,B,C,C,C,B,B,Mataderos,64436
4684,2018-02-17,11:14:00,23,Mujer,San cristobal,C,C,B,A,A,B,A,A,A,B,B,B,B,San cristobal,48611
4685,2018-02-17,11:00:00,21,Mujer,Caballito,C,C,C,B,C,C,C,B,C,C,C,C,C,Caballito,176076
4686,2018-02-17,10:59:00,39,Mujer,Balvanera,B,C,C,B,B,B,A,B,C,C,B,A,B,Balvanera,138926
4687,2018-02-17,10:58:00,35,Mujer,Otro,C,C,C,C,C,B,C,C,A,C,C,C,C,Villa ortuzar,21736
4688,2018-02-17,10:53:00,37,Mujer,Agronomia,B,C,C,C,B,C,C,C,C,C,B,C,B,Agronomia,13912
4689,2018-02-17,10:51:00,27,Mujer,Otro,A,B,A,C,B,C,B,C,C,C,B,B,C,Liniers,44132
4690,2018-02-17,10:48:00,27,Mujer,Recoleta,B,C,B,A,C,C,C,A,A,C,B,C,A,Recoleta,157932
4691,2018-02-17,10:46:00,26,Mujer,Otro,A,A,B,B,B,B,C,C,C,C,B,B,C,Villa real,13419
4692,2018-02-17,10:45:00,56,Mujer,La paternal,C,C,C,C,C,C,C,C,C,C,C,B,C,Paternal,19717
4693,2018-02-17,10:44:00,31,Hombre,Otro,C,C,A,B,C,A,B,B,C,C,C,A,B,Velez sarsfield,35081
4694,2018-02-17,10:39:00,30,Mujer,Otro,B,C,B,C,C,C,B,C,C,C,C,C,C,Villa pueyrredon,39654
4695,2018-02-17,10:38:00,26,Mujer,Otro,C,C,B,B,C,C,C,B,B,C,B,B,C,Villa ortuzar,21736
4696,2018-02-17,10:36:00,38,Mujer,Otro,B,C,C,B,C,A,B,B,C,C,A,C,B,Belgrano,126267
4697,2018-02-17,10:32:00,25,Mujer,Otro,B,B,A,A,B,B,B,B,B,C,B,A,B,Parque chas,17489
4698,2018-02-17,10:27:00,33,Mujer,Nunez,C,C,C,B,C,B,C,B,C,C,B,C,C,Nunez,51949
4699,2018-02-17,10:24:00,42,Mujer,La boca,B,C,C,B,B,B,C,A,A,C,C,C,C,Boca,45113
4700,2018-02-17,10:21:00,33,Hombre,Belgrano,C,C,C,B,C,C,A,C,C,C,C,C,C,Belgrano,126267
4701,2018-02-17,10:12:00,36,Mujer,Recoleta,C,C,C,C,A,B,B,A,B,C,C,C,C,Recoleta,157932
4702,2018-02-17,10:08:00,20,Mujer,Palermo,C,C,B,B,C,C,C,B,C,C,B,B,C,Palermo,226534
4703,2018-02-17,10:04:00,27,Hombre,Otro,B,C,A,C,B,C,C,C,C,C,B,A,C,Retiro,65413
4704,2018-02-17,10:02:00,25,Mujer,Otro,B,C,B,A,C,A,B,A,C,B,A,A,B,Agronomia,13912
4705,2018-02-17,10:02:00,62,Mujer,Otro,B,A,C,B,A,B,B,A,A,C,B,B,C,Villa lugano,126374
4706,2018-02-17,10:00:00,36,Mujer,Belgrano,B,C,C,A,B,B,C,B,B,C,C,C,C,Belgrano,126267
4707,2018-02-17,09:45:00,22,Mujer,Otro,C,C,C,C,C,B,C,B,C,C,C,B,C,Villa luro,32502
